,Date,Specimen received date,Gauteng,Western Cape,DGauteng,DWestern Cape,LDLGauteng,LDLWestern Cape,LDLGautengNov12,GautengNov12,LDLGauteng-(Fil)Slope,GautengNov2,DLGautengNov2,LDLGautengNov2,LDGauteng,WCapenov19,LDLWCapeNov19
"265-1",2020-11-29,"29/11/2020 22:00",235553,132840,124,234,-7.5491463864390198,-6.3406981541941505,#N/A,-692386,0.028140079135507937,-691337,#N/A,#N/A,4.8202815656050371,-384527,#N/A
"266-1",2020-11-30,"30/11/2020 22:00",236034,134414,481,1574,-6.194844084092944,-4.4414206241420446,#N/A,-691905,0.040156999627874473,-690856,#N/A,#N/A,6.1758672701057611,-382953,#N/A
"267-1",2020-12-01,"01/12/2020 22:00",236454,136109,420,1695,-6.3323654735428203,-4.3795141146976038,#N/A,-691485,0.039150968042275212,-690436,#N/A,#N/A,6.0402547112774139,-381258,#N/A
"268-1",2020-12-02,"02/12/2020 22:00",236993,137758,539,1649,-6.0849320694263849,-4.4193142779226724,#N/A,-690946,0.061501394759480348,-689897,#N/A,#N/A,6.2897155709089976,-379609,#N/A
"269-1",2020-12-03,"03/12/2020 22:00",237544,139422,551,1664,-6.0652124316876144,-4.4222835782138619,#N/A,-690395,0.073045543048630354,-689346,#N/A,#N/A,6.3117348091529148,-377945,#N/A
"270-1",2020-12-04,"04/12/2020 22:00",238103,141512,559,2090,-6.0531341473432212,-4.2077900707520719,#N/A,-689836,0.081823373817116907,-688787,#N/A,#N/A,6.3261494731550991,-375855,#N/A
"271-1",2020-12-05,"05/12/2020 22:00",238569,142715,466,1203,-6.23725076905645,-4.771801625626634,#N/A,-689370,0.10870175888834743,-688321,#N/A,#N/A,6.1441856341256456,-374652,#N/A
"272-1",2020-12-06,"06/12/2020 22:00",239173,143145,604,430,-5.9801042055054934,-5.8063243159762603,#N/A,-688766,0.14504053261435418,-687717,#N/A,#N/A,6.4035741979348151,-374222,#N/A
"273-1",2020-12-07,"07/12/2020 22:00",240439,145504,1266,2359,-5.2439656168467188,-4.1138041719128005,#N/A,-687500,0.1475004037547914,-686451,#N/A,#N/A,7.1436176027041212,-371863,#N/A
"274-1",2020-12-08,"08/12/2020 22:00",241622,148439,1183,2935,-5.3168678890504522,-3.9134980027790403,#N/A,-686317,0.14415595992050087,-685268,#N/A,#N/A,7.0758088639783869,-368928,#N/A
"275-1",2020-12-09,"09/12/2020 22:00",242931,151372,1309,2933,-5.2208137163507118,-3.9339474029912163,#N/A,-685008,0.13929587066839308,-683959,#N/A,#N/A,7.1770187659099003,-365995,#N/A
"276-1",2020-12-10,"10/12/2020 22:00",244441,154777,1510,3405,-5.0837676607430557,-3.8056385559507082,#N/A,-683498,0.13848667195321551,-682449,#N/A,#N/A,7.3198649298089702,-362590,#N/A
"277-1",2020-12-11,"11/12/2020 22:00",245875,157681,1434,2904,-5.1414323072767685,-3.9852049884273062,#N/A,-682064,0.13284012109446214,-681015,#N/A,#N/A,7.2682230211595655,-359686,#N/A
"278-1",2020-12-12,"12/12/2020 22:00",246797,159370,922,1689,-5.5879053456710803,-4.5417693659628258,#N/A,-681142,0.1205646154899267,-680093,#N/A,#N/A,6.826545223556594,-357997,#N/A
"279-1",2020-12-13,"13/12/2020 22:00",247452,160705,655,1335,-5.9330117161446712,-4.7864710720812997,#N/A,-680487,0.088383483639654842,-679438,#N/A,#N/A,6.4846352356352517,-356662,#N/A
"280-1",2020-12-14,"14/12/2020 22:00",249385,164149,1933,3444,-4.8560365780567949,-3.8535576164293932,#N/A,-678554,0.078268299896796872,-677505,#N/A,#N/A,7.5668284792083309,-353218,#N/A
"281-1",2020-12-15,"15/12/2020 22:00",251334,167944,1949,3795,-4.8555764141053839,-3.7785399268828108,#N/A,-676605,0.071874604399405115,-675556,#N/A,#N/A,7.5750716995075607,-349423,#N/A
"282-1",2020-12-16,"16/12/2020 22:00",252476,169889,1142,1945,-5.3962692083859878,-4.4641314839874671,#N/A,-675463,0.034271014651357359,-674414,#N/A,#N/A,7.0405363902159559,-347478,#N/A
"283-1",2020-12-17,"17/12/2020 22:00",254982,173458,2506,3569,-4.6175707826844281,-3.8732729540173456,#N/A,-672957,0.053272778449081258,-671908,#N/A,#N/A,7.8264431354560138,-343909,#N/A
"284-1",2020-12-18,"18/12/2020 22:00",257288,177183,2306,3725,-4.7101834727284642,-3.8515112549190693,#N/A,-670651,0.05485352339738149,-669602,#N/A,#N/A,7.7432697008290043,-340184,#N/A
"285-1",2020-12-19,"19/12/2020 22:00",258841,179629,1553,2446,-5.1130179915963456,-4.2895921499200984,#N/A,-669098,0.063775382599225813,-668049,#N/A,#N/A,7.3479438231486869,-337738,#N/A
"286-1",2020-12-20,"20/12/2020 22:00",260055,181151,1214,1522,-5.3646337799793642,-4.7750899819339034,#N/A,-667884,0.060233473887083611,-666835,#N/A,#N/A,7.1016759716194438,-336216,#N/A
"287-1",2020-12-21,"21/12/2020 22:00",263478,185212,3423,4061,-4.3369212755438316,-3.8090072573481644,#N/A,-664461,0.063672915608149722,-663412,#N/A,#N/A,8.1382726385301858,-332155,#N/A
"288-1",2020-12-22,"22/12/2020 22:00",267048,189605,3570,4393,-4.3081410966603091,-3.7532325694292155,#N/A,-660891,0.072758344662674418,-659842,#N/A,#N/A,8.1803208747736846,-327762,#N/A
"289-1",2020-12-23,"23/12/2020 22:00",270499,193902,3451,4297,-4.3551912347303476,-3.7982517390861443,#N/A,-657440,0.083157072505267604,-656391,#N/A,#N/A,8.1464193230980033,-323465,#N/A
"290-1",2020-12-24,"24/12/2020 22:00",273499,197385,3000,3483,-4.5071759636154134,-4.0283737216136188,#N/A,-654440,0.065397179097034588,-653391,#N/A,#N/A,8.0063675676502459,-319982,#N/A
"291-1",2020-12-25,"25/12/2020 22:00",274690,198296,1191,911,-5.4386780736525271,-5.3806717652692377,#N/A,-653249,-0.0017407514445065275,-652200,#N/A,#N/A,7.0825485693552999,-319071,#N/A
"292-1",2020-12-26,"26/12/2020 22:00",276302,199586,1612,1290,-5.1410946122280814,-5.0383625760803898,#N/A,-651637,-0.0014106095336669389,-650588,#N/A,#N/A,7.3852309230665734,-317781,#N/A
"293-1",2020-12-27,"27/12/2020 22:00",278003,200930,1701,1344,-5.0933484437957501,-5.0039525395839917,#N/A,-649936,0.0031867624716323635,-648887,#N/A,#N/A,7.4389715923958617,-316437,#N/A
"294-1",2020-12-28,"28/12/2020 22:00",282549,205529,4546,4599,-4.1215051826091322,-3.7884543165499442,#N/A,-645390,0.020319280697868203,-644341,#N/A,#N/A,8.4220030044124883,-311838,#N/A
"295-1",2020-12-29,"29/12/2020 22:00",287429,210243,4880,4714,-4.0672809279618383,-3.7864101959637377,#N/A,-640510,0.036962984269686722,-639461,#N/A,#N/A,8.4929004988471934,-307124,#N/A
"296-1",2020-12-30,"30/12/2020 22:00",292396,214660,4967,4417,-4.0667386554687637,-3.8732169718701379,#N/A,-635543,0.049544570350067152,-634494,#N/A,#N/A,8.5105713151073505,-302707,#N/A
"297-1",2020-12-31,"31/12/2020 22:00",296915,218780,4519,4120,-4.1774965455710591,-3.9627229159939179,#N/A,-631024,0.053729915227235504,-629975,#N/A,#N/A,8.4160460094112803,-298587,#N/A
"298-1",2021-01-01,"01/01/2021 22:00",299255,220606,2340,1826,-4.8472226159771816,-4.7900975781486874,#N/A,-628684,0.035362824482844078,-627635,#N/A,#N/A,7.7579062083517467,-296761,#N/A
"299-1",2021-01-02,"02/01/2021 22:00",302173,222471,2918,1865,-4.6352533501518733,-4.7773294303483826,#N/A,-625766,0.04569357030635094,-624717,#N/A,#N/A,7.9786537290827306,-294896,#N/A
"300-1",2021-01-03,"03/01/2021 22:00",304460,223873,2287,1402,-4.8875311621208635,-5.0700396971985526,#N/A,-623479,0.032238019652896258,-622430,#N/A,#N/A,7.7349961940227807,-293494,#N/A
"301-1",2021-01-04,"04/01/2021 22:00",310940,228258,6480,4385,-3.8603678117358959,-3.9426037994470522,#N/A,-616999,0.041319786583528334,-615950,#N/A,#N/A,8.7764757893463212,-289109,#N/A
"302-1",2021-01-05,"05/01/2021 22:00",318468,232619,7528,4361,-3.7329554251838468,-3.9672527799009978,#N/A,-609471,0.049815546581794226,-608422,#N/A,#N/A,8.9263846812652154,-284748,#N/A
"303-1",2021-01-06,"06/01/2021 22:00",324832,236658,6364,4039,-3.9227742638926428,-4.0620242018408268,#N/A,-603107,0.044474874861300209,-602058,#N/A,#N/A,8.7584123894576766,-280709,#N/A
"304-1",2021-01-07,"07/01/2021 22:00",331169,240261,6337,3603,-3.9465785556761213,-4.1924136276427406,#N/A,-596770,0.047320892321135524,-595721,#N/A,#N/A,8.7541607493235176,-277106,#N/A
"305-1",2021-01-08,"08/01/2021 22:00",336954,243528,5785,3267,-4.0560317559389381,-4.3046143470195082,#N/A,-590985,0.061189610106307482,-589936,#N/A,#N/A,8.6630236396277773,-273839,#N/A
"306-1",2021-01-09,"09/01/2021 22:00",340131,245247,3177,1719,-4.6687049441986979,-4.9570082309112493,#N/A,-587808,0.039046827615435029,-586759,#N/A,#N/A,8.0636926342695165,-272120,#N/A
"307-1",2021-01-10,"10/01/2021 22:00",342267,245978,2136,731,-5.0735276977473758,-5.8170961718119401,#N/A,-585672,0.0059186286721041037,-584623,#N/A,#N/A,7.6666902000800858,-271389,#N/A
"308-1",2021-01-11,"11/01/2021 22:00",347386,248949,5119,2971,-4.2100639192057008,-4.4223524880929403,#N/A,-580553,-0.015077522369309575,-579504,#N/A,#N/A,8.5407143864575836,-268418,#N/A
"309-1",2021-01-12,"12/01/2021 22:00",352414,251930,5028,2981,-4.2426079006168615,-4.4309467525801303,#N/A,-575525,-0.035434605469574526,-574476,#N/A,#N/A,8.5227775697101382,-265437,#N/A
"310-1",2021-01-13,"13/01/2021 22:00",356964,254665,4550,2735,-4.3561004025380434,-4.5284235355982165,#N/A,-570975,-0.045517515961971303,-569926,#N/A,#N/A,8.4228825119449962,-262702,#N/A
"311-1",2021-01-14,"14/01/2021 22:00",361071,256659,4107,1994,-4.4706673934066616,-4.8537085188578377,#N/A,-566868,-0.054292259869114304,-565819,#N/A,#N/A,8.3204481139565587,-260708,#N/A
